t,m,l,a1,a2,a3,b1,b2,b3,emb_m,emb_l,aa,bb,p_phys,p_mask,no_test,no_success,p_log,min,adv,k
10,6,30,15,4,5,5,19,1,6,30,2,0,0.005,0.1333333333333333,10001,9663,0.9662033796620338,60,0.8028421703291234,16
10,6,30,27,5,4,3,29,28,6,30,2,0,0.005,0.1333333333333333,10001,9662,0.966103389661034,22,0.5193172262592418,12
10,6,30,15,4,5,3,16,4,6,30,4,0,0.005,0.1333333333333333,10001,9662,0.966103389661034,60,0.802842170329123,16
10,6,30,15,4,5,0,7,28,6,30,5,1,0.005,0.1333333333333333,10001,9661,0.966003399660034,44,0.7998652819218884,16
10,6,30,15,4,5,0,7,28,6,30,3,0,0.005,0.1333333333333333,10001,9660,0.965903409659034,44,0.8009302966856722,16
10,6,30,27,1,2,3,1,2,6,30,3,0,0.005,0.1333333333333333,10001,9659,0.9658034196580342,22,0.5528850417969886,12
10,6,30,15,4,5,1,13,24,6,30,3,1,0.005,0.1333333333333333,10001,9659,0.9658034196580342,64,0.7962045312528249,16
10,6,30,15,4,5,3,29,11,6,30,3,4,0.005,0.1333333333333333,10001,9659,0.9658034196580342,60,0.8027838899464621,16
10,6,30,15,5,4,1,4,16,6,30,5,0,0.005,0.1333333333333333,10001,9659,0.9658034196580342,60,0.8027838899464621,16
10,6,30,15,4,5,5,19,1,6,30,0,0,0.005,0.1333333333333333,10001,9658,0.9657034296570344,60,0.802783889946462,16
10,6,30,15,5,4,3,18,14,6,30,1,5,0.005,0.1333333333333333,10001,9657,0.9656034396560343,44,0.8003014596993163,16
10,6,30,15,4,5,0,7,28,6,30,4,0,0.005,0.1333333333333333,10001,9657,0.9656034396560343,44,0.8003014596993164,16
10,6,30,15,5,4,1,4,16,6,30,4,0,0.005,0.1333333333333333,10001,9657,0.9656034396560343,60,0.8028421703291234,16
10,6,30,15,4,5,0,7,28,6,30,3,1,0.005,0.1333333333333333,10001,9656,0.9655034496550344,44,0.7998652819218883,16
10,6,30,27,1,2,3,1,2,6,30,2,3,0.005,0.1333333333333333,10001,9655,0.9654034596540346,22,0.5128235489277855,12
10,6,30,15,1,2,5,26,3,6,30,0,1,0.005,0.1333333333333333,10001,9653,0.9652034796520348,64,0.7957913019456835,12
10,6,30,15,1,2,1,21,2,6,30,1,5,0.005,0.1333333333333333,10001,9653,0.9652034796520348,64,0.7962045312528246,16
10,6,30,15,2,1,3,9,17,6,30,2,4,0.005,0.1333333333333333,10001,9653,0.9652034796520348,44,0.7998652819218883,16
10,6,30,15,5,4,3,18,14,6,30,0,4,0.005,0.1333333333333333,10001,9653,0.9652034796520348,44,0.7998652819218883,16
10,6,30,15,4,5,0,7,28,6,30,2,0,0.005,0.1333333333333333,10001,9653,0.9652034796520348,44,0.8003014596993164,16
10,6,30,15,5,4,1,4,16,6,30,5,4,0.005,0.1333333333333333,10001,9653,0.9652034796520348,60,0.8027838899464619,16
10,6,30,15,4,5,5,19,1,6,30,2,4,0.005,0.1333333333333333,10001,9653,0.9652034796520348,60,0.8028421703291232,16
10,6,30,15,1,2,5,6,17,6,30,2,5,0.005,0.1333333333333333,10001,9651,0.965003499650035,64,0.7962045312528245,16
10,6,30,15,1,2,4,23,17,6,30,3,4,0.005,0.1333333333333333,10001,9651,0.965003499650035,60,0.802783889946462,16
10,6,30,15,2,1,3,13,7,6,30,0,0,0.005,0.1333333333333333,10001,9651,0.965003499650035,60,0.802783889946462,16
10,6,30,15,4,5,5,19,6,6,30,2,2,0.005,0.1333333333333333,10001,9650,0.9649035096490352,64,0.7953997687300611,12
10,6,30,15,2,1,3,9,17,6,30,1,4,0.005,0.1333333333333333,10001,9650,0.9649035096490352,44,0.7998652819218883,16
10,6,30,15,4,5,0,7,28,6,30,2,1,0.005,0.1333333333333333,10001,9649,0.9648035196480352,44,0.7992381079333175,16
10,6,30,27,1,2,3,1,2,6,30,2,0,0.005,0.1333333333333333,10001,9648,0.9647035296470352,22,0.5632355666526738,12
10,6,30,15,1,2,5,16,9,6,30,1,2,0.005,0.1333333333333333,10001,9648,0.9647035296470352,64,0.7957913019456835,12
10,6,30,21,1,2,3,13,26,6,30,3,3,0.005,0.1333333333333333,10001,9646,0.9645035496450356,22,0.5193172262592416,12
10,6,30,27,5,4,3,29,28,6,30,3,0,0.005,0.1333333333333333,10001,9644,0.9643035696430357,22,0.5128235489277854,12
10,6,30,15,4,5,1,13,24,6,30,2,1,0.005,0.1333333333333333,10001,9643,0.9642035796420358,64,0.795932804171196,16
10,6,30,15,4,5,3,29,11,6,30,3,0,0.005,0.1333333333333333,10001,9643,0.9642035796420358,60,0.8027838899464612,16
10,6,30,15,1,2,5,16,9,6,30,0,2,0.005,0.1333333333333333,10001,9638,0.9637036296370364,64,0.7953997687300609,12
10,6,30,15,5,4,1,6,17,6,30,2,5,0.005,0.1333333333333333,10001,9636,0.9635036496350364,64,0.7962045312528249,16
10,6,30,15,5,4,1,6,17,6,30,3,5,0.005,0.1333333333333333,10001,9634,0.9633036696330368,64,0.7959328041711958,16
10,6,30,15,1,2,1,21,2,6,30,0,5,0.005,0.1333333333333333,10001,9632,0.9631036896310368,64,0.7959328041711955,16
10,6,30,15,1,2,5,6,17,6,30,3,5,0.005,0.1333333333333333,10001,9630,0.962903709629037,64,0.7959328041711958,16
10,6,30,3,1,2,3,16,11,6,30,3,5,0.005,0.2333333333333333,10001,9629,0.9628037196280372,28,0.487531759849055,12
10,6,30,21,4,5,3,23,28,30,6,5,3,0.005,0.2333333333333333,10001,9629,0.9628037196280372,28,0.4875317598490551,12
10,6,30,15,2,1,1,3,16,6,30,4,5,0.005,0.1333333333333333,10001,9629,0.9628037196280372,64,0.7959328041711958,16
10,6,30,15,4,5,3,16,4,6,30,4,4,0.005,0.1333333333333333,10001,9624,0.9623037696230377,60,0.8028421703291232,16
10,6,30,21,4,5,3,23,28,30,6,5,2,0.005,0.2333333333333333,10001,9620,0.961903809619038,28,0.49339778146767926,12
10,6,30,3,1,2,3,16,11,6,30,2,5,0.005,0.2333333333333333,10001,9619,0.9618038196180382,28,0.493397781467679,12
10,6,30,15,2,1,1,3,16,6,30,5,5,0.005,0.1333333333333333,10001,9614,0.9613038696130388,64,0.7962045312528249,16
